first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992,44.797,-73.5112,4778,Engineering geologist,14-06-1954,fd55311b9dc5f80cb7d99cb861f9dcde,1325381814,44.070021,-73.688454,0
Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",19-10-1977,395dc5bf20e1fd8cf0f0a5e51b816998,1325381826,36.265214,-81.891953,0
Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02-11-1971,9439af9f09040eac2c5f02dbdcc37a9f,1325381826,33.347838,-86.819795,0
Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",14-08-1958,61aa9cb51f56910884272f434a55955c,1325381840,44.465636,-75.525258,0
Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,27-11-1950,5476b80d8bdaa67fea1537b64eeb1f15,1325381911,38.301944,-76.507232,0
David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,23-05-1963,b3b9fb3557a216135aba6469b2edc761,1325381944,42.699989,-93.883915,0
Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,14-11-1948,25240538cb76fe0e9f55c3eb2c5e3bf9,1325382082,39.936995,-94.604311,0
Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,10-11-1966,837eefecce8e6e71f5634b437a982d3d,1325382084,34.3281,-81.727628,0
Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,21-12-1945,53fb041938a6e239a2e1679d27a7f9c2,1325382099,41.096733,-122.623454,0
Kevin,Pena,M,2674 Bentley Radial,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,15-10-1990,9ea93e7b76291b4f4a718b4a6f36f8ed,1325382165,35.906566,-82.096532,0
Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16-08-1993,482cd31997516a573938c06622dd29d4,1325382183,37.814677,-101.502441,0
Mark,Nguyen,M,62631 Ashley Ramp Apt. 965,Sea Island,GA,31561,31.1989,-81.3322,298,"Engineer, structural",22-04-1963,fc3e8d99c4edcba65fd3a900229220f4,1325382239,31.167024,-80.801294,0
Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",10-12-1954,b799e535538924c4820e1960d99ee0f7,1325382292,32.715671,-100.074321,0
Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,01-07-1968,91a6d1b53cde6964ec74f34d3f087579,1325382292,43.392165,-75.505542,0
James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,01-04-1973,daa13862b3a74247a7ec2b9c91f57ac4,1325382321,33.816815,-86.429446,0
Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15-09-1988,93717217656859083b507e32bdc6577b,1325382368,42.206551,-81.591845,0
Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,15-04-1988,a05deff7a60c8b5ef65f780ef5c09743,1325382400,42.348367,-72.689467,0
Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,27-09-1959,ffaa189d06b4978eb5398b669b02547b,1325382420,42.740793,-74.959902,0
Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",06-06-1999,47d1b0ee1ad5619a39708fec07275ae7,1325382429,36.784818,-86.369122,0
Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",20-07-1970,e58818f6b3f998f5c287bcf35259fed9,1325382546,38.863724,-77.122748,0
Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16-08-1993,39d3648622f26dc97a2df65d8b074b32,1325382575,37.392254,-101.332313,0
Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01-01-1985,4f42c5730ad43d9b374109ff923b4c76,1325382577,39.220115,-74.711564,0
Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,07-05-2003,6ba46336972d5dbe7a38ffb214d9803e,1325382626,39.575819,-90.149623,0
Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",06-05-1929,8e364131ffb75a95c9a04b304c9994e4,1325382631,41.137569,-123.63216,0
Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,23-01-1957,07ace7bae64a01639040a26599e27724,1325382820,28.802621,-80.313624,0
Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,01-07-1972,5cfc5255cf34ff3affe2f7c2319aa09a,1325382886,31.021036,-92.90296,0
Zachary,Boone,M,3703 Benson Wells,Palmyra,NY,14522,43.0622,-77.2218,9565,Exhibition designer,11-12-1927,8f839e739055218d8e7e468de7d5f111,1325383009,42.624988,-76.508987,0
Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22-06-1981,c5b45db3f9af5c8f13573906e7dafcdc,1325383011,40.868184,-76.283066,0
Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,04-06-1962,abf8bf5819e8d74e53f7241da9e3714b,1325383100,42.817788,-77.470532,0
Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,25-06-1990,343e889c6eb9e38d1fe0a557247fc26d,1325383163,40.711398,-73.523504,0
Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,16-01-1960,a28c5d7c17b0355649ae04a17d32d335,1325383205,33.663412,-89.613292,0
Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,15-07-1954,056cc4326ddd0af0d9341dc101dc4b5f,1325383211,42.658626,-94.486224,0
David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,03-07-1984,76f52c6f0f35f6e2a4335e4f1b115339,1325383243,38.197108,-77.644807,0
Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,06-08-1971,6678b8bfd6c52a40aa0f126bbc881557,1325383267,44.156171,-92.805728,0
Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",05-04-1950,745ed604f0a65fa57549202c92b05db9,1325383296,32.826449,-82.000131,0
Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74,13835,"Programmer, multimedia",28-05-1967,7d57fc04294a420edd54fd74f22abbcb,1325383311,40.148746,-74.840312,0
Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,13-10-1952,debedd2588067ec99d29d26c343d90b6,1325383324,42.446162,-78.048599,0
Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,14-10-1983,7d1d42e16e58589910edff6b4c48b88b,1325383343,32.044628,-94.761666,0
David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",02-03-1969,2e38af6a2565dc98b17aca30c78f9796,1325383373,31.648009,-80.602973,0
Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,06-10-1968,6c6ea044f3bf8b9b938cc973e4db1de5,1325383428,34.798873,-89.494405,0
Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,26-01-1931,232a0c3c1e713a6af2996a897705af02,1325383481,33.193514,-93.437407,0
William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",11-11-1940,e46a01d459665d3466b3a2148eb80f4e,1325383616,40.247129,-91.699005,0
Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,18-11-1987,29768857d3597be571bce4497a48c735,1325383693,39.662816,-93.712244,0
Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,15-12-1965,3749d51cb61d34bcaae08fcbee53fceb,1325383728,44.710102,-117.229968,0
Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,16-10-1962,9f55bd65f64193f1b1a46a99c93e7844,1325383812,41.788775,-74.471154,0
Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,0020b02e5638ee80c7176007e1b483fa,1325383927,40.790587,-99.011834,0
Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),05-07-1981,991f851c15545feaa5c0c90e264a66a3,1325383968,41.677942,-110.829354,0
Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,19-03-1934,488b38b0478a9e1e80f7aafe1dfd67d2,1325383972,26.456712,-79.744921,0
Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,f8ab97ed82e0669c50d3d8a60baf9c64,1325383996,38.995701,-93.569356,0
Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,09-05-1992,3dcdb9b61cc3770b9c8b78818173e6d6,1325384043,39.299824,-103.854765,0
Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,20-05-1982,e6e3f462abfffdf22115360310622e20,1325384081,38.78936,-95.405907,0
Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,23-08-1929,a4d5b259f2a78599f3100611bc4b32ce,1325384207,34.099428,-81.916669,0
Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,26-03-1971,f83ceecffe486ed53cec38744c188160,1325384207,39.499829,-83.26249,0
Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,20-08-1971,ec53af6138de6c125184ba6f4411b73d,1325384266,42.465418,-95.211895,0
David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25-05-1995,dacfc89918edf60c4c4dae339fffb1b0,1325384432,44.036016,-86.754147,0
Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",19-04-1995,bcff0b6c116a2ed80b212aa3acb07195,1325384448,34.108257,-117.549012,0
Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,04-06-1997,34643d5a43acea936ebfab68d53e1a89,1325384456,33.791152,-80.788125,0
Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,04-12-1951,f951e7d867154de4b5fb8934690359ac,1325384464,29.471413,-91.074361,0
Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27-05-1967,ff342d2dad68412cbc24eb27b2370291,1325384503,39.949197,-119.792299,0
Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,19-09-1939,ca10b1a1bc7efc32e2840b84d0ae8183,1325384551,37.005252,-76.395765,0
Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,02-05-1986,c304a7ed05ab1267dabed3a82c367234,1325384566,36.502461,-92.210445,0
Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,27-03-1936,876d3955190af400d69a01a79a7dbceb,1325384574,41.746779,-84.601964,0
James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",11-06-1958,1f24070c1ab4fcdabfc8c96be5906527,1325384617,32.035674,-89.835532,0
Christopher,White,M,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",30-03-1953,df1f46cb63a40e84702de8c3b0c8f66f,1325384621,41.388862,-91.844621,0
Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,12-03-1997,56bf02cc990fffa7866794be63472528,1325384774,38.573952,-120.084189,0
Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",02-08-1967,c09831d3ebf12b67982f193d03162974,1325384776,43.038723,-111.821595,0
Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,22-11-1980,380323300d81e3748e91db03d95cc3fa,1325384878,42.114749,-70.460861,0
Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,29-12-1963,330336fda32a449755233ac8a862378d,1325384904,41.767862,-69.37527,0
Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,17-04-1957,2718171b5be46962b081ee742ed3cd42,1325384931,35.632995,-89.589641,0
Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",07-10-1998,13aaac951dec03bdf13038aeeb0e261e,1325384965,41.537215,-86.095249,0
Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,18-11-1987,49b8ff92b52599bc8c265d0b8d008593,1325385066,38.058492,-94.687196,0
Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,24-10-1981,0bffbd021d632206028c981630007c12,1325385146,32.635757,-112.195886,0
Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25-04-1971,56821cb1d8c2c3d57299cc01bfd2e071,1325385186,34.370236,-118.195791,0
Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,22-02-1970,53c88bde168d91f16e7f0c1752def3a6,1325385225,41.854275,-83.229002,0
Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28-03-1986,868404210f9f96063a4cb46e6cf1494d,1325385272,38.042866,-78.649562,0
Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,09-01-1956,b5b69da1242af7323956dd907a8eb79c,1325385294,40.513402,-89.784304,0
Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,18-06-1968,fdce65baf3dd8e897f03fb09f6c78b9c,1325385345,35.891929,-96.473787,0
Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30-10-1969,af2d9369bc89ae5db7ef09af1ae62a32,1325385375,46.584094,-97.827871,0
Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17-10-1995,3b9b6a9e4bb911cfbaa80a51a651541f,1325385390,28.654435,-97.738555,0
Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,15-01-1978,482616af9d4d84545495fb34ada8a757,1325385408,45.384511,-109.508037,0
Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,d51dc2a26160f1425df51982c6d05257,1325385446,38.882246,-122.050228,0
Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,26-06-1926,5acea90691e9e61313977959bcfa4510,1325385508,36.624336,-83.415352,0
Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,20-01-1960,6bf7e1a9ccb189bcc91b1bb2f76ffd77,1325385511,43.792501,-82.722889,0
Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,04-01-1964,f78a6508d7b2ed1d111e6d5faaa3a4f4,1325385529,49.17672,-108.757243,0
Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19-08-1945,cc93ec856d1f85644b0350a1369046dd,1325385685,41.111748,-88.524023,0
Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,06-10-1934,4f42b1646a63fdcaebcb26c44dbde781,1325385715,34.276436,-83.063945,0
Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27-10-1974,0a630c19d0ef93f9d262d0ef9bff9358,1325385732,36.518512,-91.363405,0
Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,08-11-1951,61efe8834c23dea4a334ea06a4dc293d,1325385745,41.066297,-95.412102,0
Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,22-06-1963,f7be460c86e269971cdbc01a85376377,1325385793,39.782182,-83.070633,0
Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,27-11-1950,81581c7d84dab0fd6f492fc274fdeb57,1325385830,38.293496,-77.544774,0
Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",04-04-1963,900f6896c69d904420bec5e52cf49a95,1325385977,44.727585,-123.282623,0
Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,26-06-1926,84932d40b456b7ca97eb826db38ed7c2,1325386069,37.821068,-82.027048,0
Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,10-02-1968,199ec5a4b4263df8d67bce557d26871b,1325386077,39.332626,-85.348522,0
Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",05-07-1993,5acfa2203cb3bca4af8184c0e67c8eeb,1325386122,39.913117,-73.587618,0
Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",06-03-1978,5c2d3c6826c9c1e7b731885cc807132f,1325386195,35.740311,-85.744277,0
Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18-05-1980,7368b05786f40bba6bc69bea73af86d8,1325386200,42.338025,-82.279667,0
Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12-11-1970,c03e04a93c4e8242c15f4d93e35c926f,1325386292,32.3623,-97.137624,0
Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,07-06-1977,add7500504113981f84328f3d1f8e013,1325386294,36.566535,-90.626008,0
Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,10-02-1982,bd9dc54c80711a1a4d8f1d13e1b55a32,1325386333,39.00874,-85.803715,0
Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,27-08-1926,2b763bb71da908b08be700ce7a1ac901,1325386435,35.351381,-91.000865,0
Phillip,Delacruz,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,21-09-1969,adca67d0a40b26fb8afeccbae31b7828,1325386450,39.940564,-103.528231,0
Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,06-01-1942,24417217806ffe4a15097ca98df98321,1325386479,43.845724,-87.888665,0
Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,2facce3c491d0174b69d5cbafb874fcb,1325386575,44.004126,-104.644098,0
Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10-03-1974,ffdaa290d0841d7babaf495aab382031,1325386588,49.073601,-122.924793,0
Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,f72573a40026254460e02d05ae72672a,1325386616,65.023497,-166.148374,0
Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",01-10-1998,2b1a7eff1c38c67c62efe940e0694586,1325386729,40.222565,-75.817419,0
Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",13-12-1986,883e9eddbf60cd5e3553514a45a548c6,1325386731,40.913327,-85.920254,0
Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,06-04-1958,0d3f985434d6401993da2e8c45d3d94f,1325386747,44.750465,-84.026088,0
Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,28-07-1973,e89e8a26c9d0dd9739193dc4b6765222,1325386810,40.891784,-79.319239,0
Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20-01-1953,20c1cf41b472000887395508c5796354,1325386894,39.299707,-95.975808,0
Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,16-08-1977,929b3edad0f6ff8205137cba1faa784a,1325386904,41.352385,-73.014093,0
Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",08-05-2004,76c33ab500644d7795159d1a0eaa243c,1325387068,40.888445,-87.409615,0
Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",20-01-1992,67772b548758be8962fefbc464f98a78,1325387216,42.328516,-88.660452,0
Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10-03-1974,4dde02d07e676d0df3e90565c242a2ec,1325387241,49.221275,-123.32192,0
Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,13-08-1962,c038565d6b6bd69fea77c6b3564ba1c8,1325387246,35.66841,-78.942021,0
Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,29-01-2005,7caaa93dd3c4fdbbdf2889c8e4062c3f,1325387378,40.006116,-82.239556,0
